,Unnamed: 0,Node Name,Level,Type
1694,1694,7_0112212221,4,L
1695,1695,8_0112212221,4,L
1701,1701,14_0100000101,2,L
1702,1702,15_0000000101,2,L
1707,1707,3_0100210021,4,L
1711,1711,10_0111211221,4,L
1712,1712,11_0111211221,4,L
1713,1713,12_0111211221,4,L
1714,1714,13_0110211221,4,L
1715,1715,4_2110210001,5,L
1716,1716,5_0110210001,5,L
1717,1717,6_2212211221,5,L
1718,1718,7_2220211021,5,L
1719,1719,8_0212211021,5,L
1720,1720,9_2220211021,5,L
1728,1728,1_2000000021,3,L
1729,1729,2_2000000021,3,L
1734,1734,11_0000212201,3,L
1735,1735,12_0000212201,3,L
1736,1736,3_2100000221,4,L
1737,1737,4_2100000221,4,L
1738,1738,5_2100000221,4,L
1739,1739,6_2100000221,4,L
1740,1740,7_0010012200,4,L
1741,1741,8_0010012200,4,L
1742,1742,9_0000212200,4,L
1743,1743,10_0000212200,4,L
1756,1756,11_2211012221,3,L
1759,1759,1_0111112221,4,L
1760,1760,2_0111112221,4,L
1761,1761,3_0111112221,4,L
1762,1762,4_0111112221,4,L
1763,1763,5_1110012221,4,L
1764,1764,6_1110012021,4,L
1765,1765,7_0110112221,4,L
1766,1766,8_0110112221,4,L
1767,1767,9_2211012221,4,L
1768,1768,10_2211012221,4,L
1769,1769,12_2111010121,4,L
1770,1770,13_2111010121,4,L
1771,1771,14_2111010121,4,L
1772,1772,15_2111010121,4,L
1783,1783,8_0122212200,3,L
1788,1788,1_0122212201,4,L
1789,1789,2_0122212201,4,L
1790,1790,3_0022212201,4,L
1791,1791,4_0022212201,4,L
1792,1792,5_0122210201,4,L
1793,1793,6_0122210201,4,L
1794,1794,9_2112011221,4,L
1795,1795,11_2112111221,4,L
1796,1796,14_2112011221,4,L
1797,1797,15_2112011221,4,L
1799,1799,18_2112010201,4,L
1800,1800,19_2112010201,4,L
1801,1801,20_2112010201,4,L
1802,1802,16_2112010201,5,L
1803,1803,17_2112010201,5,L
1815,1815,15_0120212201,3,L
1816,1816,16_0120212201,3,L
1817,1817,19_0100212201,3,L
1818,1818,20_0120212201,3,L
1821,1821,5_2110111121,4,L
1822,1822,6_2110111121,4,L
1826,1826,13_1112111101,4,L
1827,1827,1_2110111221,5,L
1828,1828,2_2110111221,5,L
1829,1829,3_2110111221,5,L
1830,1830,4_2110111221,5,L
1831,1831,7_1111111101,5,L
1832,1832,8_1110111111,5,L
1833,1833,9_1111111111,5,L
1834,1834,10_1111111111,5,L
1835,1835,11_1111110101,5,L
1836,1836,12_1111110101,5,L
1855,1855,8_2122012221,4,L
1858,1858,15_2110111001,4,L
1864,1864,27_0102111001,4,L
1865,1865,28_0102212001,4,L
1866,1866,29_1100212001,4,L
1867,1867,30_1100211001,4,L
1868,1868,1_2112011221,5,L
1869,1869,2_2112211200,5,L
1870,1870,3_2112211200,5,L
1871,1871,4_2112211200,5,L
1872,1872,5_2122012221,5,L
1873,1873,6_2102012221,5,L
1874,1874,11_2110211221,5,L
1875,1875,12_2110211221,5,L
1876,1876,13_2110011221,5,L
1877,1877,14_2110011221,5,L
1878,1878,17_2110111001,5,L
1879,1879,18_2110111001,5,L
1880,1880,19_2110211021,5,L
1881,1881,20_2122211021,5,L
1882,1882,21_2112211021,5,L
1883,1883,22_2102011021,5,L
1884,1884,23_2112212221,5,L
1885,1885,24_2112212221,5,L
1886,1886,25_0122212221,5,L
1887,1887,26_0122211221,5,L
1895,1895,1_1112111111,3,L
1899,1899,14_1110111121,3,L
1900,1900,15_1110111121,3,L
1903,1903,3_1112111001,4,L
1907,1907,10_1111111001,4,L
1910,1910,25_1111102001,4,L
1913,1913,5_2110111211,5,L
1914,1914,4_1112111111,5,L
1915,1915,6_1111111111,5,L
1916,1916,7_1111111111,5,L
1917,1917,8_2111111111,5,L
1918,1918,9_2111111111,5,L
1919,1919,12_1111110111,5,L
1920,1920,13_2110111001,5,L
1921,1921,22_2100002000,5,L
1922,1922,23_2100000001,5,L
1923,1923,26_1110111121,5,L
1924,1924,27_1112111121,5,L
1927,1927,28_1111112201,6,L
1928,1928,29_1111112201,6,L
1929,1929,30_1111110201,6,L
1930,1930,31_1111112201,6,L
1941,1941,15_2110111211,3,L
1942,1942,23_1111111101,3,L
1943,1943,24_1111111021,3,L
1949,1949,7_1111111101,4,L
1950,1950,13_2110111211,4,L
1951,1951,14_2110111211,4,L
1952,1952,27_1111111000,4,L
1953,1953,28_0102001011,4,L
1954,1954,29_1111111100,4,L
1955,1955,30_2100000000,4,L
1956,1956,1_1111000011,5,L
1957,1957,2_0111111111,5,L
1958,1958,3_1111111111,5,L
1959,1959,4_1111111111,5,L
1960,1960,5_1111111001,5,L
1961,1961,6_1102010010,5,L
